Prospect ID,Lead Source,Converted,TotalVisits,Total Time Spent on Website,Page Views Per Visit,Last Activity,Country,Specialization,How did you hear about X Education,What is your current occupation,What matters most to you in choosing a course,Tags,Lead Quality,Lead Profile,Asymmetrique Activity Index,Asymmetrique Profile Index,Asymmetrique Activity Score,Asymmetrique Profile Score
57e75e79-c9e9-4c06-b3f5-9efa3bb20531,Organic Search,1,5,1016,2.5,Email Opened,India,E-Business,Select,Unemployed,Better Career Prospects,Will revert after reading the email,Might be,Select,02.Medium,02.Medium,15,16
d03c8a90-212a-49f2-961f-bbe0c0b85013,Direct Traffic,1,4,1252,2,Page Visited on Website,India,Supply Chain Management,Select,Working Professional,Better Career Prospects,Will revert after reading the email,Might be,Select,02.Medium,01.High,15,18
37a153b1-8198-42c7-865e-7314ab78c8f2,Organic Search,1,3,1746,3,Page Visited on Website,India,Rural and Agribusiness,Select,Unemployed,Better Career Prospects,Busy,Not Sure,Select,01.High,02.Medium,16,13
13873f77-40fa-4bce-a003-039e18b94cfc,Google,1,2,1208,2,Email Opened,India,Select,Select,Unemployed,Better Career Prospects,Will revert after reading the email,Low in Relevance,Potential Lead,02.Medium,02.Medium,14,16
65fb8bd5-8640-4428-9838-016231d82863,Google,1,5,1313,2.5,Page Visited on Website,India,Marketing Management,Select,Unemployed,Better Career Prospects,Closed by Horizzon,Low in Relevance,Potential Lead,02.Medium,01.High,14,18
6de1dbac-93c4-408d-b835-ca4dd0adabfc,Direct Traffic,1,2,340,2,Email Opened,India,Finance Management,Select,Unemployed,Better Career Prospects,Will revert after reading the email,Might be,Select,02.Medium,01.High,14,17
7a35e17e-9f9b-4a0a-ade5-cc1c3f47ead9,Organic Search,1,8,248,8,Converted to Lead,India,Media and Advertising,Select,Unemployed,Better Career Prospects,Will revert after reading the email,Might be,Potential Lead,02.Medium,01.High,15,17
76bf5867-9c2b-48d2-afed-109799e93cb2,Referral Sites,0,3,403,3,SMS Sent,India,Select,Select,Unemployed,Better Career Prospects,Interested in other courses,Not Sure,Select,02.Medium,02.Medium,14,13
fb568566-74c7-4c3c-b476-78c1a8f2966b,Google,1,5,285,5,Page Visited on Website,India,Marketing Management,Word Of Mouth,Unemployed,Better Career Prospects,Will revert after reading the email,Might be,Select,02.Medium,01.High,14,18
76d6c186-bb42-4d0b-8782-421158f26919,Google,0,5,1662,2.5,Email Opened,India,Select,Select,Unemployed,Better Career Prospects,Interested in other courses,Not Sure,Select,02.Medium,02.Medium,13,15
810262a9-338c-4146-b726-fa51395ce1f1,Referral Sites,0,3,303,3,SMS Sent,India,Select,Select,Unemployed,Better Career Prospects,Interested in other courses,Might be,Select,02.Medium,02.Medium,13,13
5ebcc1a8-7c88-4098-83b0-f50d785774a7,Google,1,5,444,5,Email Opened,India,Business Administration,Multiple Sources,Unemployed,Better Career Prospects,Will revert after reading the email,Might be,Select,02.Medium,01.High,14,18
4d326e21-3851-4f19-ba4d-66d82112bde6,Google,0,6,1623,6,Email Opened,India,Operations Management,Select,Student,Better Career Prospects,Interested in other courses,Low in Relevance,Select,02.Medium,01.High,14,18
7ff640a5-4909-411f-a63b-2b66bfd26912,Google,0,4,213,4,Email Opened,India,Select,Select,Unemployed,Better Career Prospects,Ringing,Might be,Select,02.Medium,02.Medium,14,15
91d6d68b-393f-4345-8f0a-66db653f3ee2,Referral Sites,0,4,1203,2,Email Opened,India,Select,Select,Unemployed,Better Career Prospects,Interested in other courses,Might be,Select,02.Medium,02.Medium,13,13
9b7ac744-aa49-4b69-b286-6432332984c3,Google,1,3,1160,3,SMS Sent,India,Marketing Management,Email,Unemployed,Better Career Prospects,Will revert after reading the email,Might be,Select,02.Medium,01.High,15,18
c43139b7-1bf2-4f04-a089-9298abd59621,Google,0,10,59,3.33,Email Opened,India,Finance Management,Word Of Mouth,Student,Better Career Prospects,Interested in other courses,Low in Relevance,Potential Lead,02.Medium,01.High,14,19
1adcdfff-19db-4855-9f41-ddd14b9da43f,Google,1,4,49,4,Page Visited on Website,India,Human Resource Management,Select,Working Professional,Better Career Prospects,Will revert after reading the email,Low in Relevance,Potential Lead,01.High,01.High,16,18
71abbcb0-ea53-4e29-affd-7ab4151a41a8,Google,1,4,1120,4,Email Opened,India,Finance Management,Other,Unemployed,Better Career Prospects,Will revert after reading the email,High in Relevance,Select,02.Medium,01.High,15,18
d65b9f53-4519-463a-8671-8a58edaa953b,Direct Traffic,0,4,34,2,Email Opened,India,Operations Management,Select,Unemployed,Better Career Prospects,Ringing,Might be,Select,02.Medium,02.Medium,13,16
d450836a-cb34-48b7-bad7-9acb7da45843,Google,0,6,14,3,Email Link Clicked,India,Healthcare Management,Select,Unemployed,Better Career Prospects,Ringing,Not Sure,Select,02.Medium,02.Medium,14,15
4e30d5ad-97b3-4fdb-bb8a-fb1e83cfe655,Organic Search,1,5,1254,5,Email Opened,India,Travel and Tourism,Select,Unemployed,Better Career Prospects,Will revert after reading the email,Low in Relevance,Potential Lead,02.Medium,01.High,14,17
782f5ce4-d64d-4458-9f15-ab099ca3f6c4,Google,1,3,981,3,Email Opened,India,Human Resource Management,Select,Working Professional,Better Career Prospects,Will revert after reading the email,Low in Relevance,Dual Specialization Student,02.Medium,02.Medium,14,15
2c7a9f29-25da-4729-a4a3-fc5583ca1cd7,Google,1,3,717,1.5,Email Opened,India,Operations Management,Select,Working Professional,Better Career Prospects,Will revert after reading the email,Low in Relevance,Potential Lead,02.Medium,01.High,15,18
a50571c2-a35f-42e4-9cfb-0308c0c05e4a,Google,1,8,1335,8,Email Opened,India,Human Resource Management,Word Of Mouth,Unemployed,Better Career Prospects,Will revert after reading the email,Might be,Select,02.Medium,01.High,15,18
120b8625-5b67-4ab7-8150-c26658211237,Google,1,8,1148,4,Page Visited on Website,India,Business Administration,Select,Working Professional,Better Career Prospects,Closed by Horizzon,Low in Relevance,Potential Lead,01.High,01.High,16,20
2b8ff598-58ef-40af-b2ee-c734f844c965,Google,1,9,1342,3,Email Link Clicked,India,Finance Management,Online Search,Unemployed,Better Career Prospects,Interested in other courses,Not Sure,Select,02.Medium,01.High,14,18
570cefed-7494-4221-817a-22a8f8922c6b,Direct Traffic,1,4,1298,4,Email Opened,India,Finance Management,Select,Unemployed,Better Career Prospects,Will revert after reading the email,High in Relevance,Potential Lead,02.Medium,01.High,15,20
41756e8c-ec38-4190-8751-e24c1042f54c,Organic Search,0,5,115,5,Email Opened,India,"Banking, Investment And Insurance",Select,Unemployed,Better Career Prospects,Ringing,Not Sure,Select,02.Medium,01.High,14,18
638fecaf-4479-4dd0-8785-cfb9e492d817,Google,1,11,2069,5.5,Email Opened,India,Business Administration,Select,Working Professional,Better Career Prospects,Will revert after reading the email,Might be,Select,01.High,01.High,16,18
3c72ca59-a9f5-4723-afaa-263948196e31,Google,1,6,442,6,Converted to Lead,India,Marketing Management,Select,Working Professional,Better Career Prospects,Will revert after reading the email,Low in Relevance,Select,02.Medium,02.Medium,15,15
7e942f06-0d42-4444-bb24-dcf5f76c7e2c,Referral Sites,0,2,480,1,Email Opened,India,Select,Select,Unemployed,Better Career Prospects,Interested in other courses,Not Sure,Select,02.Medium,02.Medium,14,13
b67b2aef-02c7-4d47-970a-b84b2ef8d15a,Google,1,6,605,2,Email Opened,India,IT Projects Management,Email,Working Professional,Better Career Prospects,Will revert after reading the email,Might be,Select,02.Medium,02.Medium,14,15
39972c87-418f-4291-89f1-f6496cd4ef9c,Google,1,2,1334,2,Olark Chat Conversation,India,Marketing Management,Select,Working Professional,Better Career Prospects,Will revert after reading the email,Low in Relevance,Potential Lead,02.Medium,01.High,15,17
82af59c3-32ae-4174-975a-872b88526a08,Organic Search,0,10,65,5,Email Opened,India,Select,Select,Unemployed,Better Career Prospects,Interested in other courses,Not Sure,Select,02.Medium,02.Medium,14,15
6dd62538-2a50-482a-a2d8-6a8a753f1e48,Organic Search,1,2,454,2,Converted to Lead,India,Select,Select,Working Professional,Better Career Prospects,Will revert after reading the email,Might be,Select,02.Medium,02.Medium,14,15
a7b064a7-1901-4ca4-8bac-5c5ab0a6bf15,Referral Sites,1,13,1097,6.5,Olark Chat Conversation,India,Select,Select,Unemployed,Better Career Prospects,Will revert after reading the email,Might be,Select,01.High,02.Medium,17,13
65fcfe84-c16d-4ad0-8a93-0bd38590dce7,Google,1,5,1577,5,Olark Chat Conversation,India,Select,Select,Unemployed,Better Career Prospects,Will revert after reading the email,Might be,Select,02.Medium,02.Medium,15,15
2cb66fac-4933-452e-8afe-daa9cf778401,Direct Traffic,1,3,1662,3,Page Visited on Website,India,Supply Chain Management,Select,Unemployed,Better Career Prospects,Will revert after reading the email,Might be,Potential Lead,02.Medium,01.High,15,20
ae009311-e20b-4df0-9124-eb13f31d0b08,Google,1,2,1142,1,Email Opened,India,Select,Select,Unemployed,Better Career Prospects,Will revert after reading the email,Might be,Select,02.Medium,02.Medium,14,15
188edb43-a4c9-48e3-9b8b-bbddc32a419c,Google,1,6,305,3,Olark Chat Conversation,India,Select,Select,Unemployed,Better Career Prospects,Will revert after reading the email,Might be,Select,01.High,02.Medium,16,15
7f3dbe48-0ba6-46bc-8c63-13b5a21152d9,Organic Search,1,4,1652,4,Email Opened,India,Marketing Management,Select,Unemployed,Better Career Prospects,Will revert after reading the email,Might be,Select,02.Medium,01.High,15,18
d73236a1-1564-488c-ae10-caf8d1b47371,Google,1,3,1126,1.5,Email Opened,India,Hospitality Management,Select,Unemployed,Better Career Prospects,Will revert after reading the email,Low in Relevance,Potential Lead,02.Medium,02.Medium,15,14
61f9826b-2916-46ff-9b3a-6ac37582ff5f,Google,0,3,179,3,Email Opened,India,Business Administration,Online Search,Unemployed,Better Career Prospects,Ringing,Might be,Select,03.Low,02.Medium,12,16
2ddb1ac9-7afa-457f-9fc6-976281d5e75e,Google,0,3,233,3,Email Opened,India,Select,Select,Unemployed,Better Career Prospects,Ringing,Might be,Select,03.Low,02.Medium,12,15
81346bcb-3515-4ce7-be65-dbe71881005f,Direct Traffic,1,7,834,3.5,Email Opened,India,International Business,Select,Unemployed,Better Career Prospects,Will revert after reading the email,Low in Relevance,Potential Lead,02.Medium,01.High,14,19
a570e684-cc6b-442e-880e-90ac83d156b3,Google,0,4,50,1.33,Form Submitted on Website,India,Finance Management,Select,Unemployed,Better Career Prospects,Ringing,Not Sure,Other Leads,03.Low,02.Medium,12,16
6cba258f-5987-4522-a54b-333cf536bb58,Google,0,5,376,5,Unreachable,India,Marketing Management,Multiple Sources,Unemployed,Better Career Prospects,Ringing,Not Sure,Select,02.Medium,02.Medium,13,16
26f0b61c-b971-4dde-b6fa-b09a7748bf92,Organic Search,1,4,1104,4,Email Opened,India,Hospitality Management,Select,Unemployed,Better Career Prospects,Will revert after reading the email,Not Sure,Select,02.Medium,02.Medium,15,13
1cd0f766-86cb-4264-90e3-0b3a6c94db34,Direct Traffic,0,2,297,2,Email Bounced,India,Select,Select,Unemployed,Better Career Prospects,Ringing,Not Sure,Select,02.Medium,02.Medium,13,15
93f9fdc6-8a85-40f2-b9ef-19ecf0e3dd1b,Organic Search,1,6,1276,3,Email Opened,India,Human Resource Management,Select,Unemployed,Better Career Prospects,Will revert after reading the email,Low in Relevance,Potential Lead,01.High,02.Medium,16,16
3bfccb90-3df4-4ebe-9a4e-8557e09327a0,Google,0,5,75,2.5,Email Link Clicked,India,Human Resource Management,Select,Unemployed,Better Career Prospects,switched off,Not Sure,Other Leads,02.Medium,02.Medium,13,16
2a03aea0-e2d1-4cc7-966a-9e23d4b64109,Organic Search,1,5,893,5,Email Opened,India,Select,Select,Unemployed,Better Career Prospects,Will revert after reading the email,Might be,Select,02.Medium,02.Medium,15,15
0de4e0f3-ef93-4d7f-9de5-e7caa32b7628,Google,1,4,638,4,SMS Sent,India,IT Projects Management,Word Of Mouth,Working Professional,Better Career Prospects,Will revert after reading the email,Might be,Select,02.Medium,02.Medium,14,15
dbcde5e4-cc6b-4057-9b38-1da8da311e99,Google,0,4,938,4,Converted to Lead,India,Marketing Management,Online Search,Unemployed,Better Career Prospects,Ringing,Not Sure,Other Leads,02.Medium,01.High,14,18
7d71dc29-8305-4e2b-b503-c67aa42caa11,Google,0,5,120,5,Unreachable,India,Retail Management,Other,Unemployed,Better Career Prospects,Ringing,Not Sure,Select,02.Medium,01.High,13,18
9379f0da-25a6-4b47-a192-b7e4eb6b04a8,Organic Search,1,9,1047,9,Email Opened,India,Hospitality Management,Select,Working Professional,Better Career Prospects,Will revert after reading the email,Low in Relevance,Select,02.Medium,02.Medium,15,14
49ba50c5-0f66-4c9f-bcf8-ab64a79dd9ba,Google,1,6,168,2,Email Opened,India,Finance Management,Multiple Sources,Unemployed,Better Career Prospects,Closed by Horizzon,High in Relevance,Potential Lead,02.Medium,01.High,14,19
27d1ebd2-606c-4e03-9424-70fa440b4478,Google,0,4,1051,4,Email Link Clicked,India,International Business,Online Search,Unemployed,Better Career Prospects,Busy,Not Sure,Select,02.Medium,01.High,14,18
67439ead-a956-4cfb-b088-99f43aab67ea,Google,1,4,854,4,Email Opened,India,Marketing Management,Word Of Mouth,Working Professional,Better Career Prospects,Will revert after reading the email,Might be,Select,02.Medium,01.High,14,17
1dea243c-52f5-4410-86db-8d1ef8b9be2c,Google,0,7,1762,7,Email Opened,India,Select,Select,Unemployed,Better Career Prospects,Ringing,Not Sure,Select,02.Medium,02.Medium,14,15
9160a406-6fce-44d7-b2cf-01d5689578cc,Referral Sites,1,4,453,2,Email Link Clicked,India,Human Resource Management,Select,Unemployed,Better Career Prospects,Will revert after reading the email,Low in Relevance,Other Leads,02.Medium,02.Medium,15,16
4377b169-87ec-484c-abf8-c06b3ec21e65,Google,1,6,1966,6,Email Opened,India,Business Administration,Student of SomeSchool,Unemployed,Better Career Prospects,Will revert after reading the email,Low in Relevance,Other Leads,02.Medium,01.High,13,17
252f001b-f0c4-4323-8315-7f0ed545a4b2,Google,0,2,1494,2,Converted to Lead,India,Select,Select,Unemployed,Better Career Prospects,Interested in other courses,Not Sure,Other Leads,02.Medium,02.Medium,13,14
435cb827-db56-4301-9f5e-14e1be5a9ffd,Direct Traffic,0,5,887,2.5,Unreachable,India,International Business,Select,Unemployed,Better Career Prospects,Ringing,Might be,Select,02.Medium,01.High,13,18
63a3d091-41ab-45a8-ad0b-3efdb4647a42,Direct Traffic,1,18,59,2.57,Email Opened,India,Business Administration,Select,Unemployed,Better Career Prospects,Will revert after reading the email,Might be,Select,02.Medium,02.Medium,14,16
3fe5e40b-545d-42ae-bb84-181bc4d45ebe,Google,0,2,164,2,Converted to Lead,India,"Banking, Investment And Insurance",Online Search,Unemployed,Better Career Prospects,Ringing,Not Sure,Other Leads,02.Medium,01.High,14,18
66cc8cf6-0689-4a1c-845a-aeaf9143650c,Google,1,2,1585,2,Email Opened,India,Operations Management,Select,Working Professional,Better Career Prospects,Will revert after reading the email,Might be,Potential Lead,02.Medium,02.Medium,15,16
629098ae-dde2-4ba4-a7c1-7343dd7f2a17,Google,1,5,1169,5,Email Opened,India,Finance Management,Online Search,Unemployed,Better Career Prospects,Will revert after reading the email,Might be,Select,02.Medium,01.High,14,18
daa35566-8fc8-47d2-9b2b-9aa9fd23523c,Organic Search,1,4,1425,4,SMS Sent,India,Finance Management,Select,Unemployed,Better Career Prospects,Will revert after reading the email,Might be,Select,02.Medium,01.High,15,18
0a80f999-708f-4abb-8508-591f6ef2829d,Google,0,2,271,1,Email Opened,India,Select,Select,Unemployed,Better Career Prospects,Ringing,Not Sure,Other Leads,02.Medium,02.Medium,14,14
6c958747-6f43-45ae-aec2-546de11e4711,Organic Search,0,6,406,3,Email Opened,India,IT Projects Management,Select,Unemployed,Better Career Prospects,Ringing,Might be,Select,03.Low,02.Medium,12,15
002da94e-b168-4e27-bdeb-a0da92666434,Direct Traffic,0,4,171,2,Email Opened,India,Select,Select,Unemployed,Better Career Prospects,Ringing,Not Sure,Other Leads,02.Medium,02.Medium,15,16
096fbe99-99be-48a1-90b2-f7ff9f9755f2,Google,0,7,60,3.5,Page Visited on Website,India,Marketing Management,Online Search,Unemployed,Better Career Prospects,Diploma holder (Not Eligible),High in Relevance,Potential Lead,03.Low,01.High,11,20
67c56daa-f6b1-4e64-bcea-8fe0b2a3e36d,Referral Sites,0,2,494,2,Email Opened,India,Select,Select,Unemployed,Better Career Prospects,Not doing further education,Worst,Select,02.Medium,02.Medium,13,13
25bd7bd2-e2b8-4017-8691-c81e35c9fa8e,Google,1,11,1551,2.75,SMS Sent,India,Select,Select,Unemployed,Better Career Prospects,Will revert after reading the email,Might be,Select,01.High,02.Medium,16,15
20149054-88d0-4d18-9573-8cf3d657da89,Google,0,14,63,2.8,Page Visited on Website,India,Business Administration,Select,Businessman,Better Career Prospects,Interested in other courses,Not Sure,Other Leads,02.Medium,02.Medium,13,14
bc752f87-cc7e-4885-9211-68259fde2541,Organic Search,0,3,519,3,Page Visited on Website,India,"Banking, Investment And Insurance",Select,Unemployed,Better Career Prospects,Not doing further education,Worst,Other Leads,02.Medium,01.High,15,17
bf1dbdcf-7ad6-469e-804b-2c17e6edaa53,Google,0,4,137,4,Visited Booth in Tradeshow,India,Finance Management,Student of SomeSchool,Unemployed,Better Career Prospects,wrong number given,Might be,Select,02.Medium,01.High,13,18
9c3671b3-b4d0-40cc-ada9-aba0a3b9a456,Google,0,3,984,3,SMS Sent,India,Select,Select,Unemployed,Better Career Prospects,Interested in other courses,Might be,Select,02.Medium,02.Medium,14,15
dcfeff2a-9cc8-460a-8db0-00da20a1bc9b,Google,1,3,1224,3,Email Opened,India,Marketing Management,Multiple Sources,Working Professional,Better Career Prospects,Will revert after reading the email,Might be,Select,02.Medium,01.High,15,17
6d398ad4-8a00-46e1-b244-f58eed706525,Google,1,3,911,3,Email Opened,India,IT Projects Management,Other,Unemployed,Better Career Prospects,Already a student,High in Relevance,Potential Lead,02.Medium,01.High,14,17
70b2eb1c-5df5-46b6-b785-d95cd6b5885d,Google,1,2,1303,2,Converted to Lead,India,IT Projects Management,Select,Working Professional,Better Career Prospects,Will revert after reading the email,Might be,Select,02.Medium,03.Low,15,12
9a02fe20-be3d-4a67-a7a5-e8ce6ae0393c,Organic Search,1,7,1471,3.5,Email Opened,India,Travel and Tourism,Online Search,Unemployed,Better Career Prospects,Closed by Horizzon,High in Relevance,Potential Lead,02.Medium,01.High,15,18
48af1f76-3059-4848-9dd2-d787a77285e9,Google,1,4,1048,1.33,Email Opened,India,Operations Management,Select,Working Professional,Better Career Prospects,Will revert after reading the email,Might be,Potential Lead,02.Medium,02.Medium,15,16
ce3d4eb1-667e-420f-b4b3-70eddc93efab,Google,1,4,610,4,Email Opened,India,"Banking, Investment And Insurance",Online Search,Unemployed,Better Career Prospects,Will revert after reading the email,High in Relevance,Potential Lead,02.Medium,01.High,14,20
216c0927-2b47-47c6-ae15-fc54a05ecf9b,Google,0,3,415,3,Converted to Lead,India,Marketing Management,Select,Unemployed,Better Career Prospects,Ringing,Not Sure,Select,02.Medium,02.Medium,13,15
b250f92d-dff2-4639-8b71-ea9e73cdc518,Google,1,2,1704,2,Form Submitted on Website,India,Finance Management,Student of SomeSchool,Unemployed,Better Career Prospects,Busy,Not Sure,Select,02.Medium,01.High,13,18
967e5613-3979-4907-915a-fd978a7dd1be,Direct Traffic,1,10,918,3.33,Email Opened,India,Finance Management,Select,Working Professional,Better Career Prospects,Will revert after reading the email,Might be,Select,02.Medium,01.High,14,18
17bb350a-00a5-4812-8bdd-9e82f22fab7a,Google,0,10,1521,2.5,Page Visited on Website,India,Healthcare Management,Multiple Sources,Unemployed,Better Career Prospects,switched off,Might be,Select,02.Medium,02.Medium,14,14
1253283c-60bd-47a0-99a1-54e8bf31ac53,Organic Search,1,5,1418,5,Email Opened,India,"Banking, Investment And Insurance",Select,Working Professional,Better Career Prospects,Will revert after reading the email,Might be,Potential Lead,02.Medium,02.Medium,14,16
3db9d1cc-ee83-4ba4-b73d-60056c6f40ad,Direct Traffic,1,2,1613,2,Email Opened,India,Human Resource Management,Select,Working Professional,Better Career Prospects,Will revert after reading the email,Might be,Potential Lead,02.Medium,01.High,15,18
891e04ef-6ac2-4d6e-a308-f1d2517daee5,Google,1,4,950,4,Email Opened,India,Human Resource Management,Multiple Sources,Unemployed,Better Career Prospects,Will revert after reading the email,Might be,Select,02.Medium,01.High,15,18
4269dc79-4abb-4347-9a0c-09b92fd6d258,Google,1,5,542,5,Email Opened,India,International Business,Word Of Mouth,Unemployed,Better Career Prospects,Will revert after reading the email,Might be,Select,02.Medium,01.High,15,18
01ca067f-a6a4-4ce3-9f88-df4898ea8288,Direct Traffic,1,3,492,3,Olark Chat Conversation,India,Select,Select,Unemployed,Better Career Prospects,Will revert after reading the email,Might be,Select,02.Medium,02.Medium,15,15
2dd5d2a1-ca8f-4d5f-88eb-07ba9e954de2,Google,0,3,1293,3,Page Visited on Website,India,Select,Select,Unemployed,Better Career Prospects,Ringing,Not Sure,Select,02.Medium,02.Medium,14,15
47ebd3e1-e440-42e3-9459-481af2f6b1b4,Organic Search,1,4,1058,2,Email Opened,India,Retail Management,Select,Unemployed,Better Career Prospects,Closed by Horizzon,High in Relevance,Potential Lead,02.Medium,01.High,14,20
31ae03c9-dbb6-4919-9938-8ab0b7f47ba9,Direct Traffic,1,4,1541,4,Email Opened,India,Hospitality Management,Select,Working Professional,Better Career Prospects,Will revert after reading the email,Might be,Potential Lead,02.Medium,01.High,15,17
fa36d090-868a-4199-979f-8984312f72a0,Direct Traffic,0,3,388,3,SMS Sent,India,Finance Management,Select,Unemployed,Better Career Prospects,Graduation in progress,Might be,Select,03.Low,01.High,11,18
309310a5-49a7-4fbe-bede-50658e705797,Organic Search,0,6,543,6,Email Opened,India,IT Projects Management,Select,Unemployed,Better Career Prospects,wrong number given,Not Sure,Select,02.Medium,02.Medium,13,13
57293d6d-49f6-4089-b6d1-f854b5d2b6e1,Organic Search,1,11,1700,11,Email Opened,India,Healthcare Management,Select,Businessman,Better Career Prospects,Will revert after reading the email,Might be,Select,01.High,03.Low,16,12
8215ed59-3dd2-480d-bda3-1851d9722d34,Organic Search,1,2,153,2,Email Link Clicked,United Arab Emirates,Select,Select,Unemployed,Better Career Prospects,Will revert after reading the email,Might be,Select,02.Medium,02.Medium,14,15
7a0ad8e1-f7e2-40c2-8fb0-c739ceffd448,Direct Traffic,0,3,1829,3,Converted to Lead,Saudi Arabia,Supply Chain Management,Select,Unemployed,Better Career Prospects,number not provided,Not Sure,Other Leads,02.Medium,01.High,14,18
53e64fef-c5c6-4d03-b07a-8ccde69a6218,Referral Sites,0,2,315,2,SMS Sent,India,Select,Select,Unemployed,Better Career Prospects,Ringing,Not Sure,Select,02.Medium,02.Medium,14,13
4be34033-2944-4cd7-ae88-30beb30fed6c,Olark Chat,1,2,1134,1,SMS Sent,India,Marketing Management,Word Of Mouth,Student,Better Career Prospects,Will revert after reading the email,Might be,Select,02.Medium,02.Medium,15,16
e4dd87f1-4643-4ec0-9a2a-8ace56740a0a,Organic Search,0,8,186,8,SMS Sent,India,Travel and Tourism,Select,Unemployed,Better Career Prospects,Graduation in progress,Not Sure,Select,03.Low,02.Medium,10,14
cbdda29e-8c78-4387-8bac-df23ba6d191e,Google,1,4,1346,2,Page Visited on Website,India,Media and Advertising,Other,Unemployed,Better Career Prospects,Will revert after reading the email,Might be,Select,02.Medium,02.Medium,14,16
b746971e-1bbb-4516-ba8f-0cb75cd5207d,Organic Search,1,5,912,2.5,Email Opened,India,Operations Management,Select,Unemployed,Better Career Prospects,Busy,Not Sure,Other Leads,02.Medium,02.Medium,13,16
84d6b32a-7f79-43d6-965c-cb74fd857bf1,Organic Search,0,7,1052,7,Email Opened,India,Travel and Tourism,Select,Unemployed,Better Career Prospects,Ringing,Not Sure,Select,02.Medium,02.Medium,14,13
d1b54285-80f1-4feb-8947-14d03cdc2c56,Google,1,3,1995,3,Form Submitted on Website,India,IT Projects Management,Online Search,Unemployed,Better Career Prospects,Busy,Not Sure,Select,02.Medium,02.Medium,14,14
7f3192d6-67d9-4659-a29d-f92a77538c71,Organic Search,0,3,183,3,SMS Sent,India,Operations Management,Select,Unemployed,Better Career Prospects,Already a student,Worst,Select,01.High,01.High,16,18
84537d75-3a28-4542-aff9-dd6e9c41ed20,Organic Search,1,4,1338,2,Email Opened,India,Select,Select,Unemployed,Better Career Prospects,Will revert after reading the email,Not Sure,Select,02.Medium,02.Medium,15,15
9e05aecc-8893-410e-bfb0-98d79622cdfa,Organic Search,0,5,388,5,Email Opened,India,Marketing Management,Select,Unemployed,Better Career Prospects,opp hangup,Not Sure,Other Leads,02.Medium,02.Medium,14,14
8b0aca17-e73f-4366-94a8-954cf560e42b,Google,1,3,837,3,Converted to Lead,Qatar,Select,Select,Unemployed,Better Career Prospects,Will revert after reading the email,Might be,Select,02.Medium,02.Medium,15,15
3c9ececf-6393-4002-adc0-032e4c6d37ed,Google,1,10,764,10,Email Opened,India,Human Resource Management,Select,Working Professional,Better Career Prospects,Will revert after reading the email,Low in Relevance,Lateral Student,01.High,02.Medium,16,16
ff3f7363-3da2-4028-aa6d-f15f30be46b8,Direct Traffic,0,5,1,5,Email Opened,India,Hospitality Management,Select,Unemployed,Better Career Prospects,Ringing,Not Sure,Other Leads,02.Medium,02.Medium,13,13
57cd696f-f8ab-4281-a8ca-a2dc261d803e,Organic Search,1,6,1847,6,Email Opened,India,Travel and Tourism,Select,Unemployed,Better Career Prospects,Will revert after reading the email,Might be,Select,02.Medium,02.Medium,15,14
dc8e73e0-c435-4571-b795-1b476be86fd0,Direct Traffic,1,3,954,3,SMS Sent,United Arab Emirates,Business Administration,Select,Unemployed,Better Career Prospects,Will revert after reading the email,Might be,Select,02.Medium,01.High,14,17
8a7bdd1b-01db-4d61-a4fd-caee29430d96,Organic Search,0,1,275,1,Converted to Lead,India,Operations Management,Select,Unemployed,Better Career Prospects,Interested in other courses,Low in Relevance,Other Leads,02.Medium,02.Medium,14,14
7183abef-3e97-4f51-8ccb-86412961f08e,Google,1,4,1758,4,SMS Sent,India,Finance Management,Social Media,Unemployed,Better Career Prospects,Will revert after reading the email,Might be,Select,02.Medium,01.High,13,18
fc2ca3b9-755c-47cc-98f1-668d4ffce08f,Referral Sites,1,11,1863,5.5,SMS Sent,India,Select,Select,Unemployed,Better Career Prospects,Will revert after reading the email,Might be,Select,01.High,02.Medium,16,13
3126fae7-18eb-41c9-96d9-f485806de032,Organic Search,1,8,1485,4,Unsubscribed,India,Finance Management,Select,Unemployed,Better Career Prospects,Will revert after reading the email,Low in Relevance,Potential Lead,02.Medium,01.High,15,20
f0394a54-df8b-4c84-a39f-f13451eb4923,Organic Search,0,4,487,2,SMS Sent,India,Select,Select,Unemployed,Better Career Prospects,Ringing,Not Sure,Select,02.Medium,02.Medium,14,15
61f8df43-6e68-43bb-b9c7-12b3b78b880c,Referral Sites,1,6,1086,2,Email Opened,India,Supply Chain Management,Select,Unemployed,Better Career Prospects,Will revert after reading the email,Might be,Select,02.Medium,02.Medium,15,15
1ecd610a-492f-42cc-895f-5db08a5efcae,Google,0,3,328,3,SMS Sent,India,"Banking, Investment And Insurance",Word Of Mouth,Unemployed,Better Career Prospects,Already a student,Worst,Select,02.Medium,01.High,15,17
ce68ad09-cc22-4a59-bf1f-dafdb572d1af,Direct Traffic,0,7,219,2.33,Email Link Clicked,United Arab Emirates,Human Resource Management,Select,Unemployed,Better Career Prospects,Busy,Not Sure,Select,02.Medium,02.Medium,14,16
4765201f-2aca-4082-a7f1-0f5f59478987,Referral Sites,1,5,865,1.67,Olark Chat Conversation,India,"Banking, Investment And Insurance",Online Search,Unemployed,Better Career Prospects,Will revert after reading the email,Might be,Select,01.High,02.Medium,16,15
